cmbsolver/cmbsolverwp	cmbsolver-lpviewer/files/text/lb/0.txt
cmbsolver/cmbsolverwp	cmbsolver-lpviewer/files/text/nlb/0.txt
cmbsolver/cmbsolverwp	cmbsolver-lpviewer/files/text/sections/0-2.txt
cmbsolver/cmbsolverwp	cmbsolver-runecalc/files/text/0-2.txt
cmbsolver/cmbsolverwp	cmbsolver-runecalc/files/text/0.txt
cmbsolver/libergo	cmd/quoteomatic/quotomatic.sh
cmbsolver/libergo	cmd/runedonkey/godonkeygo.sh
cmbsolver/libergo	cmd/runesub/runesub.sh
cmbsolver/libergo	cmd/winchafftext/processtext.sh
cmbsolver/libergo	cmd/winchafftext/processtextone.sh
cmbsolver/libergo	cmd/winchafftext/processtextpull.sh
cmbsolver/libergo	documentation/LP-Combined-Sections/0-2-sign-post-cross.txt
ctvrty-rozmer/bruh	cicada-master/cicada/liber_primus.txt
douglasdaly/sphecius	examples/liber_primus_transcription_full.txt
krcdavis/cicada	viggy2 div and recip.py
krcdavis/cicada	viggy3 double key.py
krisyotam/cicada3301	archives/cijhho/2014/Liber Primus/runes in text format.txt
krisyotam/cicada3301	archives/cijhho/2014/additional docs/scripts/runescript.py.py
krisyotam/cicada3301	archives/cijhho/2016/2016/extra stuff/RuneSolver.py.txt
krisyotam/cicada3301	archives/cijhho/EXTRA WIKI PAGES/Liber Primus Ideas and Suggestions/Liber primus in gematria values by mortlach.txt
krisyotam/cicada3301	archives/cijhho/EXTRA WIKI PAGES/Liber Primus Ideas and Suggestions/RuneSolver.py
krisyotam/cicada3301	archives/scream314/liber_primus.md
krisyotam/cicada3301	archives/scream314/pages_and_ciphers.md
krisyotam/cicada3301	archives/wiki/Liber Primus Ideas and Suggestions/Liber primus in gematria values by mortlach.txt
krisyotam/cicada3301	archives/wiki/Liber Primus Ideas and Suggestions/RuneSolver.py
krisyotam/cicada3301	liber-primus/runes-text.txt
krisyotam/cicada3301	tools/solvers/LiberPrayground/pages/p0-2.txt
krisyotam/cicada3301	tools/solvers/LiberPrayground/results/analysis.html
krisyotam/cicada3301	tools/solvers/iddqd/liber-primus__index/liber-primus__index.txt
krisyotam/cicada3301	tools/solvers/iddqd/liber-primus__transcription--master/liber-primus__transcription--master.txt
krisyotam/cicada3301	tools/solvers/iddqd/liber-primus__transcription--sentences/liber-primus__transcription--sentences.txt
krisyotam/cicada3301	tools/solvers/iddqd/liber-primus__translation/liber-primus__known-plain-text--headlines.txt
krisyotam/cicada3301	tools/solvers/iddqd/liber-primus__translation/liber-primus__known-plain-text.txt
krisyotam/cicada3301	tools/solvers/idkfa/data/liber
krisyotam/cicada3301	tools/solvers/jbo-tools/liber_primus/007_sign_post_cross/section.json
krisyotam/cicada3301	tools/solvers/liber-primus-solver/data/unsolved.txt
krisyotam/cicada3301	tools/solvers/liber-primus-solver/testResources/input.txt
localavaster/cadrypt	dumped_liberprimus_pages/cross0.txt
localavaster/cadrypt	dumped_liberprimus_pages/crosschapter2.txt
localavaster/cadrypt	liberprimus_pages/all0.txt
localavaster/cadrypt	liberprimus_pages/cross0.txt
localavaster/cadrypt	liberprimus_pages/crosschapter2.txt
micheloosterhof/aldegonde	data/liber-primus__transcription--master.txt
micheloosterhof/aldegonde	data/page0-56.txt
micheloosterhof/aldegonde	data/page0-58.txt
micheloosterhof/aldegonde	experiments/construction_search.py
micheloosterhof/aldegonde	experiments/crib_divinity_within.py
micheloosterhof/aldegonde	hypotheses/transcription-verification.md
micheloosterhof/aldegonde	lp_section_data.py
micheloosterhof/aldegonde	src/lp_section_data.py
mortlach/Liber-Primus-Crib-Assist	data/lp_sents_2023.txt
mortlach/key-drag	solve_allLP.py
mortlach/lp-decrypter	lp_data/liber-primus__transcription--master.txt
mortlach/lp-decrypter	lp_data/lp_section_data.py
neuroretransmit/cicada	2014/011-seventh-onion/0-55.jpg.runes.txt
neuroretransmit/liberprimus-tool	data/transcription.txt
r4nd0mD3v3l0p3r/LiberPrimusSolver	data/unsolved.txt
r4nd0mD3v3l0p3r/LiberPrimusSolver	testResources/input.txt
relikd/LiberPrayground	pages/p0-2.txt
relikd/LiberPrayground	results/analysis.html
resvolver/c1cada	liber_primus_words.rne
resvolver/c1cada	perl/page.0-2.txt
resvolver/c1cada	transcriptions.rne
resvolver/c1cada	translation/liber_primus.rne
resvolver/c1cada	translation/transcriptions/0.txt
rtkd/iddqd	liber-primus__index/liber-primus__index.txt
rtkd/iddqd	liber-primus__transcription--master/liber-primus__transcription--master.txt
rtkd/iddqd	liber-primus__transcription--sentences/liber-primus__transcription--sentences.txt
rtkd/iddqd	liber-primus__translation/liber-primus__known-plain-text--headlines.txt
rtkd/iddqd	liber-primus__translation/liber-primus__known-plain-text.txt
rtkd/idkfa	data/liber
scream314/cicada3301	liber_primus.md
scream314/cicada3301	pages_and_ciphers.md
trizen/experimental-projects	cicada-3301/unsolved_runes.txt
yo-yo-yo-jbo/cicada_tools	liber_primus/007_sign_post_cross/section.json
